NIVEL_ADMINISTRATIVO,GEO_COD,GEO_COD_DSG,POP_RESIDENTE_M,POP_RESIDENTE_F,POP_PRESENTE_M,POP_PRESENTE_F,POP_ATIVA_M,POP_ATIVA_F,POP_EMPREGADA_M,POP_EMPREGADA_F,POP_DESEMPREGADA_M,POP_DESEMPREGADA_F,TAXA_DESEMPREGO_M,TAXA_DESEMPREGO_F,POP_EMPREGADA_SET_PRIMARIO,POP_EMPREGADA_SET_SECUNDARIO,POP_EMPREGADA_SET_TERCIARIO,POP_DESEMPREGADA_PROC_1_EMP_M,POP_DESEMPREGADA_PROC_1_EMP_F,POP_DESEMPREGADA_PROC_NOVO_EMP_M,POP_DESEMPREGADA_PROC_NOVO_EMP_F,DENSIDADE_TOTAL,DENSIDADE_TOTAL_M,DENSIDADE_TOTAL_F,IDADE_MEDIA,M_0_14,M_15_24,M_25_64,M_65_74,M_75,F_0_14,F_15_24,F_25_64,F_65_74,F_75,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE
6,131301,A Ver-o-Mar,4111,4564,3890,4472,2198,2108,1904,1796,294,312,13.375999999999999,14.801,167,1110,2423,47,44,247,268,1686,799,887,38.310000000000002,773,513,2363,315,147,733,477,2702,371,281,15,219,2953
6,30864,Abação (São Tomé),1143,1109,1129,1094,653,542,563,433,90,109,13.782999999999999,20.111000000000001,5,618,373,13,10,77,99,432.30000000000001,219.40000000000001,212.90000000000001,35.549999999999997,214,160,670,61,38,214,149,631,67,48,4,55,578
6,171401,Abaças,465,500,433,465,190,149,173,125,17,24,8.9469999999999992,16.106999999999999,87,60,151,3,5,14,19,51.100000000000001,24.600000000000001,26.5,45.57,71,52,247,53,42,55,41,245,75,84,19,282,3859
6,30201,Abade de Neiva,971,1053,898,1009,536,503,469,446,67,57,12.5,11.332000000000001,18,531,366,13,14,54,43,269.69999999999999,129.40000000000001,140.30000000000001,37.729999999999997,177,139,547,76,32,165,143,608,72,65,4,54,489
6,40701,Abambres,179,168,174,169,79,43,77,39,2,4,2.532,9.3019999999999996,32,30,54,0,2,2,2,18.399999999999999,9.5,8.9000000000000004,50.409999999999997,20,21,85,29,24,12,9,83,37,27,5,72,1129
6,150901,Abela,442,448,445,453,206,137,195,122,11,15,5.3399999999999999,10.949,67,70,180,1,4,10,11,6.5,3.2000000000000002,3.2999999999999998,49.729999999999997,46,37,225,70,64,51,35,191,85,86,17,254,3301
6,141601,Abitureiras,455,517,435,497,212,208,192,186,20,22,9.4339999999999993,10.577,39,57,282,3,6,17,16,41,19.199999999999999,21.800000000000001,47.5,60,36,246,57,56,54,39,256,73,95,16,241,3179
6,130102,Aboim,284,312,272,303,141,116,123,91,18,25,12.766,21.552,14,86,114,4,10,14,15,113.7,54.200000000000003,59.5,41.729999999999997,46,37,153,20,28,47,32,171,30,32,15,207,2674
6,160101,Aboim das Choças,150,183,143,185,62,64,59,60,3,4,4.8390000000000004,6.25,21,30,68,1,1,2,3,182.19999999999999,82.099999999999994,100.09999999999999,49.960000000000001,25,6,73,18,28,22,10,88,27,36,18,259,3331
6,131101,Abragão,1178,1163,1099,1147,591,365,506,297,85,68,14.382,18.629999999999999,16,521,266,10,20,75,48,245.59999999999999,123.59999999999999,122,36.659999999999997,242,155,626,95,60,235,143,609,101,75,15,217,2900
6,61001,Abrunheira,291,346,281,358,138,137,120,118,18,19,13.042999999999999,13.869,4,66,168,2,4,16,15,53.5,24.399999999999999,29,50.090000000000003,26,27,162,24,52,28,25,179,38,76,7,98,1555
6,141603,Achete,938,980,905,970,449,377,401,327,48,50,10.69,13.263,74,169,485,6,7,42,43,60.5,29.600000000000001,30.899999999999999,45.979999999999997,139,79,492,105,123,128,72,495,141,144,16,241,3181
6,40901,Açoreira,285,239,284,238,131,58,121,41,10,17,7.6340000000000003,29.309999999999999,60,37,65,8,15,2,2,21.899999999999999,11.9,10,47.700000000000003,22,34,165,36,28,11,23,137,37,31,5,74,1194
6,30203,Adães,389,401,358,368,216,185,194,164,22,21,10.185,11.350999999999999,21,181,156,2,5,20,16,293.60000000000002,144.59999999999999,149.09999999999999,39.07,63,53,223,32,18,53,52,235,31,30,4,54,491
6,160901,Afife,750,882,690,853,369,362,336,310,33,52,8.9429999999999996,14.365,12,165,469,7,10,26,42,125.3,57.600000000000001,67.700000000000003,47.460000000000001,84,67,436,85,78,93,69,457,121,142,18,267,3566
6,131401,Agrela,754,830,735,831,419,389,350,328,69,61,16.468,15.681000000000001,3,308,367,10,17,59,44,226.69999999999999,107.90000000000001,118.8,41.07,124,81,448,58,43,117,84,502,64,63,15,220,2965
6,40101,Agrobom,51,58,45,56,20,12,18,8,2,4,10,33.332999999999998,14,4,8,0,0,2,4,7.2999999999999998,3.3999999999999999,3.8999999999999999,53.57,2,3,26,13,7,4,6,26,12,10,5,66,980
6,171201,Água Revés e Crasto,165,177,164,177,57,25,52,15,5,10,8.7720000000000002,40,34,14,19,0,3,5,7,18,8.6999999999999993,9.3000000000000007,52.119999999999997,15,16,77,31,26,14,14,76,36,37,19,280,3810
6,10103,Aguada de Cima,1943,2070,1820,1986,1106,992,1031,876,75,116,6.7809999999999997,11.693999999999999,27,1082,798,10,15,65,101,141.30000000000001,68.400000000000006,72.900000000000006,41.240000000000002,323,201,1129,163,127,291,220,1164,192,203,1,1,3
6,160501,Agualonga,129,166,133,164,61,58,49,46,12,12,19.672000000000001,20.690000000000001,5,50,40,0,5,12,7,55.399999999999999,24.199999999999999,31.199999999999999,47.700000000000003,12,13,71,19,14,14,17,83,17,35,18,263,3453
6,50701,Águas,148,152,145,145,51,28,45,24,6,4,11.765000000000001,14.286,9,26,34,0,1,6,3,19.800000000000001,9.8000000000000007,10,57.210000000000001,13,11,64,24,36,5,10,50,32,55,6,84,1400
6,131302,Aguçadoura,2067,2190,2033,2179,1131,1028,1037,951,94,77,8.3109999999999999,7.4900000000000002,568,513,907,21,24,73,53,1174.2,570.10000000000002,604.10000000000002,38.859999999999999,382,267,1143,158,117,330,287,1230,181,162,15,219,2954
6,100801,Aguda,517,589,499,568,242,206,213,156,29,50,11.983000000000001,24.271999999999998,11,136,222,5,11,24,39,27.899999999999999,13,14.9,48.799999999999997,54,58,275,64,66,62,48,283,94,102,11,156,2218
6,10104,Águeda,5393,5953,5217,5889,2873,2812,2600,2468,273,344,9.5020000000000007,12.233000000000001,38,2249,2781,44,56,229,288,415.19999999999999,197.40000000000001,217.90000000000001,41.880000000000003,817,621,3025,529,401,814,603,3337,606,593,1,1,4
6,160102,Aguiã,354,351,337,342,154,93,147,82,7,11,4.5449999999999999,11.827999999999999,4,112,113,2,5,5,6,185.30000000000001,93,92.200000000000003,44.789999999999999,52,41,196,27,38,39,30,192,43,47,18,259,3332
6,131001,Aguiar de Sousa,799,832,783,826,393,296,370,258,23,38,5.8520000000000003,12.837999999999999,12,253,363,2,14,21,24,72.900000000000006,35.700000000000003,37.200000000000003,39.82,132,95,477,54,41,136,90,461,65,80,15,216,2876
6,10315,Aguim,554,617,524,591,291,270,266,243,25,27,8.5909999999999993,10,11,168,330,8,5,17,22,182,86.099999999999994,95.900000000000006,45.659999999999997,60,58,325,56,55,79,58,310,74,96,1,3,29
6,130301,Aião,415,441,407,440,211,154,182,134,29,20,13.744,12.987,11,200,105,1,6,28,14,308.10000000000002,149.40000000000001,158.69999999999999,37.369999999999997,87,48,231,25,24,63,65,255,32,26,15,209,2733
6,30853,Airão (São João Baptista),400,427,388,417,199,175,177,149,22,26,11.055,14.856999999999999,2,219,105,7,5,15,21,297.39999999999998,143.80000000000001,153.5,41.280000000000001,72,51,215,27,35,61,56,225,34,51,4,55,581
6,110601,Ajuda,7120,8464,6787,8129,3196,3333,2629,2883,567,450,17.741,13.500999999999999,13,631,4868,95,91,472,359,5456.8999999999996,2493.1999999999998,2963.8000000000002,46.939999999999998,983,670,3676,939,852,857,724,4073,1350,1460,12,171,2362
6,40501,Ala,198,219,190,208,83,39,81,36,2,3,2.4100000000000001,7.6920000000000002,44,25,48,0,1,2,2,12.4,5.9000000000000004,6.5,51.149999999999999,21,22,92,30,33,14,17,101,39,48,5,70,1074
6,121401,Alagoa,317,352,297,347,160,131,140,104,20,27,12.5,20.611000000000001,25,65,154,4,6,16,21,36.899999999999999,17.5,19.399999999999999,47.899999999999999,32,29,172,41,43,44,27,169,48,64,14,205,2659
6,70101,Alandroal (Nossa Senhora da Conceição),897,976,867,962,464,413,414,354,50,59,10.776,14.286,80,208,480,6,10,44,49,11.4,5.5,6,44.890000000000001,129,89,485,102,92,127,82,485,100,182,8,106,1648
6,101502,Albergaria dos Doze,846,919,815,902,362,310,335,282,27,28,7.4589999999999996,9.032,12,221,384,5,8,22,20,76.900000000000006,36.899999999999999,40,47.210000000000001,119,93,411,107,116,105,80,408,143,183,11,163,2277
6,110501,Alcabideche,20428,21734,19636,21119,10542,10525,9109,9285,1433,1240,13.593,11.781000000000001,69,2595,15730,307,259,1126,981,1060.2,513.70000000000005,546.5,39.799999999999997,3607,2581,11408,1759,1073,3417,2333,12173,2011,1800,12,170,2356
6,71301,Alcáçovas,1040,1071,1003,1055,487,419,453,379,34,40,6.9820000000000002,9.5470000000000006,156,150,526,7,7,27,33,7.9000000000000004,3.8999999999999999,4,46.369999999999997,153,109,512,116,150,136,91,494,146,204,8,118,1732
6,110602,Alcântara,6254,7689,6460,7892,3021,3290,2637,2955,384,335,12.711,10.182,21,575,4996,62,59,322,276,3142,1409.3,1732.7,46.759999999999998,835,582,3337,736,764,795,552,3842,1063,1437,12,171,2363
6,50402,Alcaria,575,605,556,590,297,249,266,214,31,35,10.438000000000001,14.055999999999999,19,172,289,4,8,27,27,54.899999999999999,26.800000000000001,28.199999999999999,45.219999999999999,81,62,317,59,56,69,55,306,76,99,6,81,1341
6,110301,Alcoentre,2172,1276,2105,1242,993,478,900,421,93,57,9.3659999999999997,11.925000000000001,64,319,938,29,8,64,49,73.299999999999997,46.200000000000003,27.100000000000001,43.729999999999997,160,157,1555,169,131,166,105,653,186,166,12,168,2337
6,120301,Alcôrrego,205,196,194,194,113,86,94,59,19,27,16.814,31.395,25,34,94,0,1,19,26,6.9000000000000004,3.5,3.3999999999999999,46.520000000000003,20,16,114,35,20,20,18,103,29,26,14,194,2594
6,80201,Alcoutim,448,473,462,478,178,153,160,140,18,13,10.112,8.4969999999999999,8,17,275,1,3,17,10,7,3.3999999999999999,3.6000000000000001,54.409999999999997,39,35,203,78,93,36,32,191,75,139,9,121,1744
6,91103,Aldeia da Ponte,152,165,143,159,42,27,41,26,1,1,2.3810000000000002,3.7039999999999997,13,14,40,1,0,0,1,8.5999999999999996,4.0999999999999996,4.5,61.700000000000003,9,9,57,34,43,8,3,45,47,62,10,145,2044
6,90703,Aldeia do Bispo,104,116,102,105,53,60,48,56,5,4,9.4339999999999993,6.6669999999999998,1,17,86,1,1,4,3,16.699999999999999,7.9000000000000004,8.8000000000000007,44.049999999999997,8,12,63,7,14,15,14,66,7,14,10,141,1943
6,50702,Aldeia do Bispo,333,343,291,292,120,96,112,80,8,16,6.6669999999999998,16.667000000000002,25,62,105,1,2,7,14,104.40000000000001,51.399999999999999,53,52.109999999999999,32,24,171,41,65,25,26,153,56,83,6,84,1402
6,20208,Aldeia dos Fernandes,257,279,250,275,136,97,121,69,15,28,11.029,28.866,16,74,100,1,1,14,27,25.199999999999999,12.1,13.1,47.259999999999998,21,19,142,39,36,48,12,143,39,37,3,40,370
6,91301,Aldeia Nova,153,179,149,176,68,53,62,50,6,3,8.8239999999999998,5.6600000000000001,36,22,54,1,3,5,0,12.4,5.7000000000000002,6.7000000000000002,56.649999999999999,8,11,84,23,27,6,12,79,23,59,10,147,2112
6,50405,Aldeia Nova do Cabo,296,304,288,290,126,111,114,92,12,19,9.5240000000000009,17.117000000000001,14,49,143,2,5,10,14,62.5,30.800000000000001,31.699999999999999,47.409999999999997,39,41,146,43,27,24,32,144,50,54,6,81,1344
6,91106,Aldeia Velha,205,226,192,225,66,48,64,46,2,2,3.0299999999999998,4.1669999999999998,19,37,54,1,0,1,2,20.600000000000001,9.8000000000000007,10.800000000000001,60.270000000000003,11,12,90,41,51,7,12,67,49,91,10,145,2048
6,120302,Aldeia Velha,134,146,128,144,57,50,55,41,2,9,3.5089999999999999,18,47,4,45,0,2,2,7,2.2000000000000002,1.1000000000000001,1.2,54.490000000000002,12,11,59,26,26,12,8,64,27,35,14,194,2595
6,131201,Aldoar,6044,6799,5891,6908,2974,2814,2445,2364,529,450,17.786999999999999,15.991,21,780,4008,108,95,421,355,5333.1999999999998,2509.8000000000002,2823.3000000000002,43.229999999999997,937,746,3364,534,463,858,749,3695,707,790,15,218,2938
6,141816,Além da Ribeira,362,402,346,390,173,121,157,108,16,13,9.2490000000000006,10.744,3,98,164,1,3,15,10,61.5,29.100000000000001,32.299999999999997,48.810000000000002,37,41,194,41,49,38,37,184,51,92,16,243,3211
6,90401,Algodres,132,162,123,153,41,30,39,29,2,1,4.8780000000000001,3.3330000000000002,14,19,35,0,0,2,1,9.5,4.2999999999999998,5.2000000000000002,58.07,10,7,53,24,38,11,9,58,41,43,10,138,1886
6,41101,Algoso,135,146,131,142,38,29,34,22,4,7,10.526,24.138000000000002,14,19,23,2,1,2,6,7.5999999999999996,3.6000000000000001,3.8999999999999999,58.649999999999999,11,11,40,32,41,11,5,51,37,42,5,76,1230
6,110401,Alguber,460,497,436,496,214,168,204,149,10,19,4.673,11.31,29,85,239,2,5,8,14,49.700000000000003,23.899999999999999,25.800000000000001,46.590000000000003,67,38,230,63,62,66,40,233,81,77,12,169,2346
6,60501,Alhadas,1942,2140,1842,2078,977,828,846,682,131,146,13.407999999999999,17.632999999999999,22,594,912,24,44,107,102,141.40000000000001,67.299999999999997,74.200000000000003,44.840000000000003,270,197,1102,197,176,231,196,1175,263,275,7,93,1517
6,111401,Alhandra,2802,3245,2735,3200,1419,1334,1203,1144,216,190,15.222,14.243,30,591,1726,25,35,191,155,2580.5999999999999,1195.8,1384.9000000000001,45.579999999999998,390,290,1499,352,271,394,286,1630,459,476,12,180,2520
6,180401,Alhões,104,92,110,100,34,22,25,19,9,3,26.471,13.635999999999999,4,17,23,1,0,8,3,17.100000000000001,9.0999999999999996,8,51.210000000000001,9,15,48,16,16,5,7,51,6,23,20,286,3937
6,60301,Almalaguês,1452,1659,1385,1619,684,718,630,668,54,50,7.8949999999999996,6.9640000000000004,17,230,1051,14,13,40,37,134.30000000000001,62.700000000000003,71.599999999999994,45.450000000000003,184,145,800,198,125,197,138,887,240,197,7,91,1476
6,140301,Almeirim,6022,6790,5625,6466,3109,3061,2660,2656,449,405,14.442,13.231,364,1024,3928,75,58,374,347,185.30000000000001,87.099999999999994,98.200000000000003,41.829999999999998,1068,600,3309,561,484,988,625,3655,687,835,16,227,3085
6,180301,Almofala,111,117,100,110,34,25,30,22,4,3,11.765000000000001,12,14,16,22,0,1,4,2,12.300000000000001,6,6.2999999999999998,51.049999999999997,8,6,60,20,17,10,12,55,23,17,20,285,3915
6,130701,Alpendurada e Matos,2789,2791,2475,2697,1538,1030,1370,873,168,157,10.923,15.243,15,1385,843,27,36,141,121,529.5,264.60000000000002,264.80000000000001,35.100000000000001,601,387,1572,142,87,525,395,1570,163,138,15,213,2819
6,101602,Alqueidão da Serra,873,882,827,849,438,357,407,321,31,36,7.0780000000000003,10.084,8,338,382,7,8,24,28,79.400000000000006,39.5,39.899999999999999,44.990000000000002,124,115,458,85,91,89,80,456,110,147,11,164,2294
6,70901,Alqueva,161,168,499,195,83,51,62,22,21,29,25.300999999999998,56.863,17,30,37,1,3,20,26,4.2000000000000002,2,2.1000000000000001,52.869999999999997,9,16,93,16,27,13,15,65,26,49,8,114,1714
6,80802,Alte,988,1009,996,1012,414,314,342,264,72,50,17.390999999999998,15.923999999999999,52,138,416,7,5,65,45,21.199999999999999,10.5,10.699999999999999,52.630000000000003,85,72,480,179,172,99,57,434,190,229,9,127,1785
6,150406,Alto do Seixalinho,9334,10661,9072,10552,4381,4534,3628,3781,753,753,17.187999999999999,16.608000000000001,8,1381,6020,125,147,628,606,11386,5315.1999999999998,6070.8000000000002,44.670000000000002,1370,895,5036,1280,753,1308,914,5685,1517,1237,17,249,3269
6,170201,Alturas do Barroso,190,209,193,202,73,40,73,38,0,2,0,5,54,19,38,0,0,0,2,12.199999999999999,5.7999999999999998,6.4000000000000004,50.359999999999999,24,13,99,28,26,20,18,96,33,42,19,270,3640
6,180302,Alva,231,248,219,244,90,57,84,46,6,11,6.6669999999999998,19.297999999999998,23,37,70,1,2,5,9,42.700000000000003,20.600000000000001,22.100000000000001,47.640000000000001,28,33,117,28,25,32,13,123,29,51,20,285,3916
6,170901,Alvadia,97,99,96,94,51,37,50,36,1,1,1.9609999999999999,2.7029999999999998,66,4,16,0,0,1,1,5.7999999999999998,2.8999999999999999,2.8999999999999999,52.299999999999997,8,4,51,14,20,9,7,41,25,17,19,277,3778
6,110604,Alvalade,3764,5105,3850,5279,1828,2103,1675,1915,153,188,8.3699999999999992,8.9399999999999995,18,310,3262,31,49,122,139,14898.5,6322.8999999999996,8575.6000000000004,48.810000000000002,527,368,1919,364,586,496,385,2380,595,1249,12,171,2365
6,150902,Alvalade,1024,1074,987,1034,546,438,483,377,63,61,11.538,13.927,198,171,491,3,6,60,55,13,6.2999999999999998,6.5999999999999996,47.200000000000003,129,92,554,121,128,118,98,524,171,163,17,254,3302
6,160301,Alvaredo,229,299,225,293,95,76,91,70,4,6,4.2110000000000003,7.8949999999999996,17,33,111,2,3,2,3,121,52.5,68.5,52.369999999999997,16,23,123,25,42,24,15,147,41,72,18,261,3402
6,131801,Alvarelhos,1553,1598,1491,1558,914,720,794,578,120,142,13.129,19.722000000000001,28,750,594,16,16,104,126,429.30000000000001,211.59999999999999,217.69999999999999,40.240000000000002,231,196,940,117,69,220,198,930,136,114,15,221,2989
6,130501,Alvarenga,218,245,205,236,127,113,114,97,13,16,10.236000000000001,14.159000000000001,3,134,74,1,4,12,12,228.30000000000001,107.5,120.8,35.030000000000001,42,32,121,13,10,50,41,133,12,9,15,211,2777
6,60601,Alvares,364,448,344,425,125,102,113,88,12,14,9.5999999999999996,13.725,13,62,126,5,4,7,10,8.0999999999999996,3.6000000000000001,4.5,56.460000000000001,38,35,150,56,85,32,24,152,73,167,7,94,1535
6,90705,Alvendre,102,108,100,106,40,41,36,34,4,7,10,17.073,5,17,48,2,2,2,5,16.199999999999999,7.9000000000000004,8.4000000000000004,47.460000000000001,10,15,50,11,16,8,14,51,18,17,10,141,1945
6,111402,Alverca do Ribatejo,14918,16152,14205,15721,8427,8374,7504,7379,923,995,10.952999999999999,11.882,43,3158,11682,126,174,797,821,1605.3,770.79999999999995,834.5,39.909999999999997,2467,1521,8876,1290,764,2387,1545,9573,1470,1177,12,180,2521
6,141801,Alviobeira,297,326,284,312,137,105,126,92,11,13,8.0289999999999999,12.381,12,61,145,0,2,11,11,72.400000000000006,34.5,37.899999999999999,45.659999999999997,45,22,156,42,32,40,43,137,53,53,16,243,3212
6,30402,Alvite,467,496,411,473,249,190,224,159,25,31,10.039999999999999,16.315999999999999,25,168,190,8,13,17,18,126.7,61.399999999999999,65.200000000000003,38.289999999999999,83,71,241,35,37,84,69,259,54,30,4,56,710
6,180702,Alvite,539,556,497,506,241,173,222,166,19,7,7.8840000000000003,4.0460000000000003,30,168,190,2,1,17,6,56.799999999999997,28,28.800000000000001,44.530000000000001,72,65,282,65,55,80,53,287,59,77,20,289,3997
6,160103,Alvora,104,157,106,152,29,30,28,27,1,3,3.448,10,5,18,32,0,0,1,3,48.799999999999997,19.399999999999999,29.300000000000001,54.18,12,4,51,13,24,12,6,71,33,35,18,259,3333
6,100301,Alvorge,566,661,530,634,239,187,216,169,23,18,9.6229999999999993,9.6259999999999994,14,123,248,1,2,22,16,31.399999999999999,14.5,16.899999999999999,50.390000000000001,55,51,292,81,87,70,57,295,84,155,11,151,2183
6,100602,Alvorninha,1451,1536,1398,1495,694,569,615,492,79,77,11.382999999999999,13.532999999999999,114,373,620,13,17,66,60,79.400000000000006,38.600000000000001,40.899999999999999,44.950000000000003,216,157,757,176,145,212,142,747,203,232,11,154,2201
6,130133,Amarante (São Gonçalo),3018,3522,2801,3365,1567,1554,1382,1306,185,248,11.806000000000001,15.959,16,729,1943,61,74,124,174,1629.2,751.79999999999995,877.39999999999998,40.310000000000002,514,367,1704,245,188,539,356,1982,334,311,15,207,2675
6,30101,Amares,775,775,739,746,392,366,356,297,36,69,9.1839999999999993,18.852,20,167,466,7,20,29,49,1130.8,565.39999999999998,565.39999999999998,37.469999999999999,142,118,420,54,41,134,118,427,49,47,4,53,465
6,80803,Ameixial,228,211,221,207,93,40,86,36,7,4,7.5270000000000001,10,27,26,69,0,1,7,3,3.5,1.8,1.7,59.009999999999998,11,10,101,38,68,8,15,74,48,66,9,127,1786
6,160903,Amonde,122,171,110,164,59,59,50,52,9,7,15.254,11.864000000000001,6,34,62,1,2,8,5,46.899999999999999,19.5,27.399999999999999,49.100000000000001,13,15,67,15,12,11,17,81,21,41,18,267,3568
6,100901,Amor,2384,2363,2261,2284,1211,1029,1119,933,92,96,7.5969999999999995,9.3290000000000006,48,921,1083,13,25,79,71,202.09999999999999,101.5,100.59999999999999,41.829999999999998,407,266,1330,230,151,332,232,1292,259,248,11,157,2223
6,151002,Amora,23185,25444,21685,24407,11892,12225,9959,10346,1933,1879,16.254999999999999,15.369999999999999,36,3887,16382,351,434,1582,1445,1996.3,951.79999999999995,1044.5,40.670000000000002,3862,2876,12894,2401,1152,3597,2764,14729,2553,1801,17,255,3313
6,60201,Ançã,1278,1347,1231,1319,570,580,524,538,46,42,8.0700000000000003,7.2409999999999997,16,240,806,6,9,40,33,145.09999999999999,70.599999999999994,74.400000000000006,44.420000000000002,197,142,667,156,116,172,124,686,179,186,7,90,1457
6,160402,Anhões,57,83,56,82,13,10,13,8,0,2,0,20,8,4,9,0,1,0,1,19.899999999999999,8.0999999999999996,11.800000000000001,59.909999999999997,2,4,19,16,16,6,3,33,21,20,18,262,3421
6,31102,Anjos,142,191,138,180,44,48,34,35,10,13,22.727,27.082999999999998,13,19,37,3,3,7,10,19.5,8.3000000000000007,11.199999999999999,48.140000000000001,13,15,75,21,18,20,21,94,27,29,4,62,846
6,110606,Anjos,4392,4969,4431,5011,2398,2233,2017,1984,381,249,15.888,11.151,7,415,3579,65,48,316,201,19180.799999999999,8999.2000000000007,10181.5,45.600000000000001,515,430,2572,427,448,483,430,2534,603,919,12,171,2367
6,100302,Ansião,1296,1432,1199,1355,641,586,590,523,51,63,7.9559999999999995,10.750999999999999,18,324,771,8,10,43,53,139.30000000000001,66.200000000000003,73.099999999999994,42.200000000000003,240,130,700,129,97,211,126,762,169,164,11,151,2184
6,31202,Antas,3287,3638,3154,3553,1822,1824,1574,1553,248,271,13.611000000000001,14.856999999999999,8,1082,2037,44,44,204,227,1535,728.60000000000002,806.39999999999998,37.82,604,369,1975,211,128,588,367,2182,282,219,4,63,867
6,30703,Antime,689,787,652,759,360,350,300,294,60,56,16.667000000000002,16,8,287,299,6,7,54,49,472.80000000000001,220.69999999999999,252.09999999999999,42.780000000000001,91,77,414,57,50,104,92,442,85,64,4,59,765
6,110701,Apelação,2785,2862,2680,2787,1340,1249,953,1019,387,230,28.881,18.414999999999999,4,422,1546,58,51,329,179,3962,1954,2008,37.75,523,439,1473,201,149,526,413,1487,238,198,12,172,2415
6,11501,Arada,1601,1717,1522,1656,891,739,759,566,132,173,14.815,23.41,15,631,679,17,17,115,156,221.30000000000001,106.8,114.5,40.18,261,193,922,125,100,258,215,946,159,139,1,14,140
6,160801,Arão,366,392,357,387,171,145,142,124,29,21,16.959,14.483000000000001,6,65,195,4,5,25,16,292.30000000000001,141.19999999999999,151.19999999999999,44.640000000000001,50,41,201,47,27,46,36,214,50,46,18,266,3550
6,61002,Arazede,2680,2828,2466,2704,1319,1127,1191,985,128,142,9.7040000000000006,12.6,285,745,1146,24,35,104,107,103.09999999999999,50.100000000000001,52.899999999999999,44.93,341,309,1451,299,280,300,309,1490,363,366,7,98,1556
6,10303,Arcos,2609,2902,2529,2832,1408,1420,1282,1273,126,147,8.9489999999999998,10.352,31,888,1636,36,30,90,117,449.30000000000001,212.69999999999999,236.59999999999999,42.32,427,296,1460,240,186,399,270,1614,287,332,1,3,32
6,170303,Arcossó,156,167,150,164,66,50,61,37,5,13,7.5759999999999996,26,18,27,53,1,3,4,10,40.700000000000003,19.600000000000001,21,46.200000000000003,21,14,80,18,23,24,13,81,22,27,19,271,3658
6,30209,Arcozelo,6101,6739,5701,6511,3371,3413,2879,2842,492,571,14.595000000000001,16.73,27,2605,3089,68,91,424,480,3736.0999999999999,1775.2,1960.9000000000001,36.789999999999999,1169,871,3569,325,167,1058,858,4023,425,375,4,54,499
6,170202,Ardãos,136,113,134,111,31,15,27,15,4,0,12.903,0,5,19,18,0,0,4,0,11.1,6.0999999999999996,5,54.310000000000002,13,10,56,26,31,6,11,36,33,27,19,270,3641
6,100802,Arega,408,462,393,457,185,112,163,87,22,25,11.891999999999999,22.321000000000002,29,98,123,7,4,15,21,30.399999999999999,14.300000000000001,16.100000000000001,49.619999999999997,41,50,209,45,63,44,47,204,60,107,11,156,2219
6,131404,Areias,1168,1286,1118,1253,622,593,533,495,89,98,14.308999999999999,16.526,10,436,582,8,13,81,85,914.79999999999995,435.39999999999998,479.39999999999998,43.479999999999997,139,130,699,125,75,147,156,750,142,91,15,220,2967
6,30211,Areias de Vilar,774,591,733,574,301,279,263,239,38,40,12.625,14.337,13,257,232,13,8,25,32,236.80000000000001,134.30000000000001,102.5,42.619999999999997,90,98,448,67,71,88,77,324,50,52,4,54,500
6,160203,Arga de Cima,33,40,33,40,9,6,7,5,2,1,22.222000000000001,16.667000000000002,5,3,4,0,0,2,1,8.6999999999999993,3.8999999999999999,4.7999999999999998,57.079999999999998,2,,12,12,7,5,2,16,10,7,18,260,3384
6,180102,Aricera,79,78,64,74,31,24,25,17,6,7,19.355,29.167000000000002,11,7,24,4,3,2,4,39,19.600000000000001,19.399999999999999,46.140000000000001,10,9,43,10,7,6,10,39,12,11,20,283,3890
6,130702,Ariz,889,954,759,919,489,318,399,236,90,82,18.405000000000001,25.786000000000001,13,354,268,9,24,81,58,455.39999999999998,219.69999999999999,235.69999999999999,37.340000000000003,164,144,483,46,52,166,136,511,61,80,15,213,2820
6,180103,Armamar,609,659,599,643,312,251,284,213,28,38,8.9740000000000002,15.138999999999999,63,86,348,7,12,21,26,136.5,65.599999999999994,71,39.960000000000001,110,74,340,43,42,114,72,335,61,77,20,283,3891
6,30705,Armil,361,374,359,371,174,163,154,143,20,20,11.494,12.27,6,191,100,4,6,16,14,158.09999999999999,77.700000000000003,80.5,42,60,43,193,37,28,48,46,201,46,33,4,59,767
6,31237,Arnoso (Santa Eulália),538,573,532,576,293,254,265,207,28,47,9.5560000000000009,18.504000000000001,5,225,242,3,8,25,39,410.30000000000001,198.69999999999999,211.59999999999999,39.409999999999997,87,64,323,32,32,89,79,314,39,52,4,63,868
6,11901,Arões,680,779,632,748,264,164,247,146,17,18,6.4390000000000001,10.975999999999999,45,184,164,2,3,15,15,36.200000000000003,16.899999999999999,19.300000000000001,49.93,66,71,344,90,109,61,77,393,104,144,1,19,200
6,30802,Arosa,227,272,221,267,99,91,78,73,21,18,21.212,19.780000000000001,3,64,84,3,4,18,14,257.5,117.09999999999999,140.30000000000001,44.25,29,34,117,24,23,32,29,139,38,34,4,55,585
6,10403,Arouca,1445,1740,1383,1667,783,705,731,629,52,76,6.641,10.779999999999999,33,407,920,8,26,44,50,375.30000000000001,170.30000000000001,205,40.390000000000001,237,172,835,94,107,276,222,906,140,196,1,4,46
