NIVEL_ADMINISTRATIVO,GEO_COD,GEO_COD_DSG,POP_RESIDENTE_M,POP_RESIDENTE_F,POP_PRESENTE_M,POP_PRESENTE_F,POP_ATIVA_M,POP_ATIVA_F,POP_EMPREGADA_M,POP_EMPREGADA_F,POP_DESEMPREGADA_M,POP_DESEMPREGADA_F,TAXA_DESEMPREGO_M,TAXA_DESEMPREGO_F,POP_EMPREGADA_SET_PRIMARIO,POP_EMPREGADA_SET_SECUNDARIO,POP_EMPREGADA_SET_TERCIARIO,POP_DESEMPREGADA_PROC_1_EMP_M,POP_DESEMPREGADA_PROC_1_EMP_F,POP_DESEMPREGADA_PROC_NOVO_EMP_M,POP_DESEMPREGADA_PROC_NOVO_EMP_F,DENSIDADE_TOTAL,DENSIDADE_TOTAL_M,DENSIDADE_TOTAL_F,IDADE_MEDIA,M_0_14,M_15_24,M_25_64,M_65_74,M_75,F_0_14,F_15_24,F_25_64,F_65_74,F_75,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE
6,41008,Nabo,75,69,72,68,23,19,23,15,0,4,0,21.053000000000001,12,5,21,0,3,0,1,17.199999999999999,9,8.1999999999999993,56.649999999999999,4,,40,15,16,4,3,34,14,14,5,75,1218
6,40723,Navalho,45,51,40,49,18,16,18,13,0,3,0,18.75,11,13,7,0,0,0,3,11.300000000000001,5.2999999999999998,6,41.57,5,9,26,4,1,7,9,22,7,6,5,72,1151
6,131430,Negrelos (São Tomé),1923,2109,1831,2058,962,921,836,719,126,202,13.098000000000001,21.933,10,901,644,12,19,114,183,659.20000000000005,314.39999999999998,344.80000000000001,43.039999999999999,268,194,1117,215,129,276,222,1176,259,176,15,220,2979
6,90612,Nespereira,364,394,345,381,150,150,128,131,22,19,14.667,12.667,13,50,196,1,3,21,16,140.80000000000001,67.599999999999994,73.200000000000003,47.979999999999997,48,35,197,37,47,40,29,201,50,74,10,140,1932
6,161010,Nogueira,153,162,147,153,86,73,80,66,6,7,6.9770000000000003,9.5890000000000004,6,59,81,1,0,5,7,137.19999999999999,66.599999999999994,70.599999999999994,39.5,23,13,91,18,8,31,18,85,15,13,18,268,3615
6,130610,Nogueira,2621,2852,2498,2790,1490,1426,1331,1203,159,223,10.670999999999999,15.638,8,794,1732,25,24,134,199,1561.8,748,813.89999999999998,37.219999999999999,514,275,1552,171,109,507,260,1703,210,172,15,212,2813
6,170318,Nogueira da Montanha,276,253,278,255,120,35,105,27,15,8,12.5,22.856999999999999,68,26,38,7,5,8,3,31.699999999999999,16.600000000000001,15.199999999999999,50.520000000000003,27,32,138,44,35,15,23,132,47,36,19,271,3673
6,121206,Nossa Senhora da Graça,761,829,734,801,346,315,312,277,34,38,9.827,12.063000000000001,14,96,479,7,4,27,34,42.299999999999997,20.199999999999999,22,47.700000000000003,90,85,421,71,94,95,66,410,86,172,14,203,2647
6,142115,Nossa Senhora da Piedade,3464,3753,3175,3570,1853,1796,1703,1630,150,166,8.0950000000000006,9.2430000000000003,32,953,2348,31,24,119,142,353.39999999999998,169.59999999999999,183.80000000000001,39.049999999999997,657,449,1872,292,194,600,424,2061,348,320,16,238,3152
6,70504,Nossa Senhora da Tourega,342,344,336,344,170,153,158,145,12,8,7.0590000000000002,5.2290000000000001,37,57,209,1,0,11,8,3.5,1.7,1.8,45.75,55,31,174,38,44,34,30,178,53,49,8,110,1686
6,70604,Nossa Senhora da Vila,2978,3092,2872,3002,1549,1404,1420,1266,129,138,8.3279999999999994,9.8290000000000006,246,513,1927,31,36,98,102,32.5,15.9,16.5,42.859999999999999,469,304,1600,290,315,448,278,1636,329,401,8,111,1702
6,70516,Nossa Senhora de Guadalupe,219,246,213,245,125,110,117,101,8,9,6.4000000000000004,8.1820000000000004,33,52,133,0,5,8,4,6.9000000000000004,3.2999999999999998,3.7000000000000002,43,30,15,130,19,25,46,18,131,23,28,8,110,1687
6,70503,Nossa Senhora de Machede,556,567,549,566,280,234,256,211,24,23,8.5709999999999997,9.8290000000000006,66,91,310,5,5,19,18,6.0999999999999996,3,3.1000000000000001,44.350000000000001,87,65,280,60,64,71,54,287,78,77,8,110,1688
6,170706,Noura,287,288,269,279,135,94,125,83,10,11,7.407,11.702,55,35,118,1,4,9,7,39.200000000000003,19.600000000000001,19.699999999999999,44.579999999999998,42,35,154,34,22,31,26,162,34,35,19,275,3762
6,171214,Nozelos,52,59,54,59,11,7,11,6,0,1,0,14.286,5,3,9,0,1,0,0,21.300000000000001,10,11.4,57.189999999999998,6,3,19,17,7,2,3,26,17,11,19,280,3823
6,80403,Odeleite,398,365,400,366,108,62,95,53,13,9,12.037000000000001,14.516,24,33,91,1,2,12,7,5.4000000000000004,2.7999999999999998,2.6000000000000001,59.340000000000003,21,25,152,81,119,22,14,120,95,114,9,123,1765
6,21105,Odemira (Santa Maria),609,692,607,711,305,297,270,277,35,20,11.475,6.734,50,53,444,4,3,31,17,21.899999999999999,10.300000000000001,11.699999999999999,46.100000000000001,84,49,338,55,83,80,55,353,88,116,3,49,436
6,20804,Odivelas,270,272,263,256,154,127,132,107,22,20,14.286,15.747999999999999,88,62,89,2,1,20,19,4.9000000000000004,2.5,2.5,47.579999999999998,29,30,153,32,26,19,25,151,36,41,3,46,412
6,111004,Oeiras e São Julião da Barra,15241,18586,14421,17982,7649,8508,6794,7619,855,889,11.178000000000001,10.449,43,1595,12775,168,185,687,704,5029.1999999999998,2266,2763.3000000000002,44.600000000000001,2285,1541,8293,1693,1429,2169,1596,10205,2256,2360,12,176,2473
6,141808,Olalhas,690,725,641,704,282,202,234,169,48,33,17.021000000000001,16.337,38,157,208,4,7,44,26,40.799999999999997,19.899999999999999,20.899999999999999,47.780000000000001,82,85,342,93,88,67,76,313,132,137,16,243,3219
6,131121,Oldrões,957,1047,920,1039,516,399,471,323,45,76,8.7210000000000001,19.047999999999998,6,451,337,8,20,37,56,459.10000000000002,219.19999999999999,239.90000000000001,35.920000000000002,192,123,545,56,41,224,145,552,69,57,15,217,2920
6,50608,Oleiros,1102,1204,945,1050,514,424,486,399,28,25,5.4470000000000001,5.8959999999999999,72,258,555,5,8,23,17,20,9.5,10.4,48.450000000000003,114,109,595,132,152,119,104,585,171,225,6,83,1395
6,30254,Oliveira,504,500,475,488,259,219,230,190,29,29,11.196999999999999,13.242000000000001,18,262,140,10,7,19,22,184,92.400000000000006,91.599999999999994,38.770000000000003,98,67,269,40,30,84,56,275,44,41,4,54,548
6,130124,Oliveira,420,442,401,434,216,133,202,114,14,19,6.4809999999999999,14.286,3,149,164,1,3,13,16,291,141.80000000000001,149.19999999999999,38.789999999999999,76,54,238,26,26,69,62,249,34,28,15,207,2700
6,31239,Oliveira (Santa Maria),1681,1739,1611,1706,888,829,750,666,138,163,15.541,19.661999999999999,8,867,541,19,16,119,147,756.5,371.80000000000001,384.69999999999999,39.969999999999999,258,221,998,128,76,243,187,1032,151,126,4,63,896
6,31242,Oliveira (São Mateus),1300,1414,1249,1383,674,578,526,463,148,115,21.957999999999998,19.896000000000001,5,526,458,23,16,125,99,1250.4000000000001,598.89999999999998,651.5,44.100000000000001,168,157,737,132,106,164,134,792,150,174,4,63,897
6,180204,Oliveira do Conde,1469,1653,1390,1634,671,590,597,526,74,64,11.028,10.847,27,465,631,10,20,64,44,88.599999999999994,41.700000000000003,46.899999999999999,44.630000000000003,210,184,752,195,128,214,171,823,246,199,20,284,3911
6,40523,Olmos,103,105,98,103,44,23,41,19,3,4,6.8179999999999996,17.390999999999998,10,15,35,0,0,3,4,11.1,5.5,5.5999999999999996,52.340000000000003,4,9,59,16,15,6,5,59,17,18,5,70,1096
6,70302,Orada,361,379,346,370,195,160,181,140,14,20,7.1790000000000003,12.5,93,81,147,1,3,13,17,14.6,7.0999999999999996,7.5,47.810000000000002,37,37,198,39,50,38,28,186,58,69,8,108,1663
6,50420,Orca,323,327,320,320,107,65,90,50,17,15,15.888,23.077000000000002,28,34,78,1,3,16,12,11.800000000000001,5.9000000000000004,6,58.07,26,24,133,60,80,12,13,130,65,107,6,81,1361
6,50312,Orjais,386,420,372,410,175,173,160,161,15,12,8.5709999999999997,6.9359999999999999,23,129,169,2,3,13,9,42.700000000000003,20.399999999999999,22.199999999999999,47.020000000000003,47,50,200,48,41,34,37,224,58,67,6,80,1325
6,170319,Oucidres,97,97,95,97,37,10,37,6,0,4,0,40,21,5,17,0,2,0,2,14.1,7.0999999999999996,7.0999999999999996,52.350000000000001,14,5,42,15,21,6,7,40,24,20,19,271,3674
6,170320,Oura,294,308,287,306,116,84,101,62,15,22,12.931000000000001,26.190000000000001,14,40,109,1,2,14,20,41.5,20.300000000000001,21.199999999999999,47.829999999999998,34,33,158,41,28,39,24,146,45,54,19,271,3675
6,60209,Ourentã,595,613,567,586,289,229,270,215,19,14,6.5739999999999998,6.1139999999999999,62,135,288,4,7,15,7,65.799999999999997,32.399999999999999,33.399999999999999,46.590000000000003,69,60,310,100,56,68,54,310,105,76,7,90,1467
6,50313,Ourondo,164,208,152,202,65,41,58,33,7,8,10.769,19.512,3,31,57,0,2,7,6,52.5,23.100000000000001,29.300000000000001,53.490000000000002,16,12,83,26,27,19,15,75,31,68,6,80,1326
6,181205,Ourozinho,60,76,60,69,17,17,17,13,0,4,0,23.529,4,11,15,0,1,0,3,12.199999999999999,5.4000000000000004,6.7999999999999998,47.5,6,5,31,11,7,10,8,36,9,13,20,294,4064
6,41214,Ousilhão,56,67,55,65,20,14,18,13,2,1,10,7.1429999999999998,9,5,17,0,0,2,1,8.9000000000000004,4.0999999999999996,4.9000000000000004,58.93,2,4,23,11,16,3,2,29,11,22,5,77,1257
6,160925,Outeiro,582,652,551,632,297,244,275,211,22,33,7.407,13.525,14,200,272,8,5,14,28,65.599999999999994,30.899999999999999,34.600000000000001,44.689999999999998,93,57,322,64,46,77,58,329,100,88,18,267,3590
6,170619,Outeiro,82,74,78,72,42,19,41,17,1,2,2.3810000000000002,10.526,37,5,16,1,1,0,1,3,1.6000000000000001,1.3999999999999999,52.420000000000002,6,13,40,13,10,2,8,28,18,18,19,274,3740
6,111319,Outeiro da Cabeça,412,428,398,425,226,177,210,164,16,13,7.0800000000000001,7.3449999999999998,22,167,185,3,0,13,13,147.5,72.299999999999997,75.099999999999994,44.049999999999997,58,42,232,41,39,56,39,225,55,53,12,179,2510
6,130211,Ovil,329,372,301,363,134,105,113,74,21,31,15.672000000000001,29.524000000000001,7,55,125,6,9,15,22,42.100000000000001,19.699999999999999,22.300000000000001,47.219999999999999,40,37,158,41,53,33,43,182,59,55,15,208,2723
6,160124,Paçô,449,484,421,456,232,217,218,193,14,24,6.0339999999999998,11.06,12,118,281,2,9,12,15,202.69999999999999,97.599999999999994,105.2,41.329999999999998,67,62,245,45,30,65,56,269,52,42,18,259,3357
6,111005,Paço de Arcos,6977,8338,6774,8055,3768,4171,3337,3728,431,443,11.438000000000001,10.621,21,825,6219,88,72,343,371,4512,2055.5,2456.5,42.409999999999997,1156,692,3973,603,553,1050,739,4750,855,944,12,176,2474
6,80103,Paderne,1645,1659,1629,1623,819,675,706,576,113,99,13.797000000000001,14.667,66,190,1026,15,11,98,88,62.899999999999999,31.300000000000001,31.600000000000001,45.700000000000003,212,173,895,185,180,190,146,864,216,243,9,120,1743
6,170620,Padornelos,57,67,43,59,23,4,21,4,2,0,8.6959999999999997,0,13,4,8,1,0,1,0,7.9000000000000004,3.6000000000000001,4.2999999999999998,55.060000000000002,4,2,28,10,13,6,3,26,13,19,19,274,3741
6,171215,Padrela e Tazem,164,195,161,193,77,19,75,17,2,2,2.597,10.526,60,13,19,0,1,2,1,15.5,7.0999999999999996,8.4000000000000004,51.340000000000003,12,17,84,29,22,15,22,88,41,29,19,280,3824
6,180807,Pala,508,508,480,488,249,129,239,121,10,8,4.016,6.202,51,133,176,1,2,9,6,20.800000000000001,10.4,10.4,46.399999999999999,61,52,283,63,49,55,33,270,88,62,20,290,4022
6,91015,Pala,247,296,236,287,112,86,100,60,12,26,10.714,30.233000000000001,38,24,98,1,1,11,25,38.100000000000001,17.300000000000001,20.800000000000001,51.68,27,23,121,38,38,22,21,127,56,70,10,144,2030
6,11311,Palmaz,1016,1063,979,1026,539,420,487,370,52,50,9.6470000000000002,11.904999999999999,17,479,361,5,8,47,42,140,68.400000000000006,71.599999999999994,42.310000000000002,141,124,581,102,68,144,121,577,113,108,1,12,125
6,30331,Palmeira,2634,2834,2508,2752,1455,1346,1319,1196,136,150,9.3469999999999995,11.144,32,813,1670,27,44,109,106,615.79999999999995,296.60000000000002,319.19999999999999,40.140000000000001,416,340,1531,211,136,405,315,1664,221,229,4,55,663
6,11106,Pampilhosa,1967,2131,1871,2066,1011,989,934,896,77,93,7.6159999999999997,9.4030000000000005,12,564,1254,13,23,64,70,301.30000000000001,144.59999999999999,156.69999999999999,42.340000000000003,326,186,1110,180,165,284,205,1176,227,239,1,10,108
6,30332,Panoias,812,851,770,823,442,402,403,340,39,62,8.8239999999999998,15.423,7,259,477,4,8,35,54,1249,609.89999999999998,639.20000000000005,37.450000000000003,157,121,459,45,30,152,106,485,49,59,4,55,664
6,180205,Papízios,325,354,301,344,147,113,129,99,18,14,12.244999999999999,12.388999999999999,11,87,130,2,4,16,10,50.299999999999997,24.100000000000001,26.199999999999999,45.43,47,28,174,49,27,42,35,175,62,40,20,284,3912
6,160126,Parada,189,194,189,192,104,90,98,78,6,12,5.7690000000000001,13.333,1,55,120,0,3,6,9,192.69999999999999,95.099999999999994,97.599999999999994,41.200000000000003,28,19,107,20,15,24,22,109,19,20,18,259,3361
6,171420,Parada de Cunhos,943,996,911,962,484,498,414,410,70,88,14.462999999999999,17.670999999999999,12,165,647,9,17,61,71,275.39999999999998,133.90000000000001,141.5,39.130000000000003,162,140,528,64,49,141,118,580,90,67,19,282,3877
6,31331,Parada de Gatim,392,401,363,393,198,132,187,117,11,15,5.556,11.364000000000001,22,187,95,0,3,11,12,246.59999999999999,121.90000000000001,124.7,38.039999999999999,77,62,196,28,29,69,57,202,33,40,4,64,951
6,30333,Parada de Tibães,605,644,568,629,326,287,300,251,26,36,7.9749999999999996,12.544,8,213,330,5,8,21,28,663.89999999999998,321.60000000000002,342.30000000000001,36.890000000000001,134,77,340,35,19,120,88,353,46,37,4,55,665
6,131017,Parada de Todeia,909,939,862,908,498,443,422,362,76,81,15.260999999999999,18.283999999999999,10,295,479,6,11,70,70,529.10000000000002,260.19999999999999,268.80000000000001,37.280000000000001,173,123,514,65,34,158,118,545,71,47,15,216,2892
6,160312,Parada do Monte,150,220,139,212,43,37,42,32,1,5,2.3260000000000001,13.513999999999999,12,30,32,0,1,1,4,20.300000000000001,8.1999999999999993,12.1,55.909999999999997,9,15,64,29,33,15,14,88,47,56,18,261,3413
6,30257,Paradela,415,435,385,419,244,161,225,141,19,20,7.7869999999999999,12.422000000000001,42,187,137,4,6,15,14,101.7,49.700000000000003,52,37.789999999999999,76,60,229,29,21,79,59,227,37,33,4,54,551
6,40610,Paradela,75,76,72,74,25,15,25,15,0,0,0,0,9,11,20,0,0,0,0,9.4000000000000004,4.7000000000000002,4.7000000000000002,54.369999999999997,4,6,40,11,14,4,6,34,16,16,5,71,1122
6,61306,Paradela,108,117,101,115,59,31,56,27,3,4,5.085,12.903,7,25,51,0,1,3,3,30.199999999999999,14.5,15.699999999999999,44.469999999999999,7,18,64,9,10,18,12,58,16,13,7,101,1605
6,180712,Paradinha,55,70,56,72,25,15,24,15,1,0,4,0,3,10,26,0,0,1,0,21.899999999999999,9.5999999999999996,12.199999999999999,47.859999999999999,5,3,32,7,8,15,3,31,8,13,20,289,4007
6,10603,Paraíso,473,451,445,443,239,161,206,115,33,46,13.808,28.571000000000002,30,154,137,2,7,31,39,42.100000000000001,21.600000000000001,20.600000000000001,39.899999999999999,81,72,261,24,35,73,52,234,38,54,1,6,80
6,40311,Parambos,125,122,115,112,46,34,37,28,9,6,19.565000000000001,17.646999999999998,11,13,41,1,2,8,4,22.100000000000001,11.199999999999999,10.9,51.020000000000003,14,15,53,22,21,8,8,59,22,25,5,68,1059
6,40229,Parâmio,97,117,97,116,43,20,38,14,5,6,11.628,30,27,11,14,0,1,5,5,9.5,4.2999999999999998,5.2000000000000002,55.289999999999999,9,4,45,17,22,4,14,42,32,25,5,67,1030
6,10704,Paramos,1731,1784,1689,1745,883,789,727,613,156,176,17.667000000000002,22.306999999999999,15,634,691,18,32,138,144,598.60000000000002,294.80000000000001,303.80000000000001,42.310000000000002,246,229,976,164,116,236,208,991,195,154,1,7,90
6,100919,Parceiros,2271,2393,2196,2354,1289,1278,1213,1169,76,109,5.8959999999999999,8.5289999999999999,14,675,1693,16,25,60,84,402.89999999999998,196.19999999999999,206.69999999999999,38.030000000000001,395,241,1363,161,111,393,225,1441,169,165,11,157,2246
6,141908,Parceiros de Igreja,434,473,423,465,221,160,201,141,20,19,9.0500000000000007,11.875,9,143,190,5,4,15,15,73.200000000000003,35,38.200000000000003,48.689999999999998,40,39,235,58,62,55,45,206,71,96,16,244,3235
6,170507,Pardelhas,36,41,35,41,9,5,9,4,0,1,0,20,5,3,5,0,1,0,0,10,4.7000000000000002,5.4000000000000004,43.789999999999999,7,3,17,4,5,7,5,21,4,4,19,273,3720
6,31332,Passó,104,104,98,104,49,16,45,13,4,3,8.1630000000000003,18.75,7,25,26,0,2,4,1,74.200000000000003,37.100000000000001,37.100000000000001,46,12,19,45,12,16,12,14,46,10,22,4,64,952
6,40724,Passos,210,213,196,200,89,51,78,41,11,10,12.359999999999999,19.608000000000001,29,31,59,2,3,9,7,23,11.4,11.6,50.369999999999997,10,30,108,31,31,18,23,100,35,37,5,72,1152
6,30258,Pedra Furada,199,200,185,196,108,88,98,82,10,6,9.2590000000000003,6.8179999999999996,13,95,72,2,1,8,5,168.40000000000001,84,84.400000000000006,40.509999999999998,34,33,114,9,9,27,15,119,15,24,4,54,552
6,30413,Pedraça,372,388,344,370,165,112,139,83,26,29,15.757999999999999,25.893000000000001,22,94,106,3,12,23,17,62.5,30.600000000000001,31.899999999999999,40.490000000000002,70,50,187,36,29,54,67,190,35,42,4,56,721
6,30334,Pedralva,537,573,491,554,305,246,266,226,39,20,12.787000000000001,8.1300000000000008,15,250,227,9,5,30,15,137.59999999999999,66.599999999999994,71,39.439999999999998,87,71,314,38,27,89,77,299,51,57,4,55,667
6,130312,Pedreira,762,802,732,793,445,356,418,332,27,24,6.0670000000000002,6.742,11,539,200,5,6,22,18,438.30000000000001,213.5,224.80000000000001,37.920000000000002,121,137,427,47,30,138,111,445,51,57,15,209,2745
6,141810,Pedreira,253,296,258,292,94,98,87,84,7,14,7.4470000000000001,14.286,2,58,111,1,1,6,13,45.5,21,24.5,48.579999999999998,43,17,115,39,39,35,22,136,46,57,16,243,3221
6,141909,Pedrógão,970,1067,917,1017,467,381,437,339,30,42,6.4240000000000004,11.023999999999999,7,357,412,3,6,27,36,51.799999999999997,24.699999999999999,27.100000000000001,45.740000000000002,117,103,536,104,110,130,107,530,147,153,16,244,3236
6,101302,Pedrógão Grande,1196,1354,1149,1337,536,463,478,380,58,83,10.821,17.927,49,184,625,10,13,48,70,31.800000000000001,14.9,16.899999999999999,48.060000000000002,169,126,596,123,182,147,120,617,186,284,11,161,2268
6,50911,Pedrógão Pequeno,359,394,352,371,152,107,119,85,33,22,21.710999999999999,20.561,24,52,128,6,7,27,15,20.399999999999999,9.6999999999999993,10.699999999999999,51.060000000000002,33,34,185,46,61,33,27,189,68,77,6,86,1428
6,90729,Pega,79,82,79,84,31,21,26,16,5,5,16.129000000000001,23.809999999999999,2,15,25,1,0,4,5,15.1,7.4000000000000004,7.7000000000000002,58.259999999999998,3,10,33,16,17,3,4,28,19,28,10,141,1973
6,130313,Penacova,564,566,550,553,325,292,303,273,22,19,6.7690000000000001,6.5069999999999997,7,449,120,1,5,21,14,376.80000000000001,188.09999999999999,188.69999999999999,37.590000000000003,103,88,308,42,23,84,94,305,51,32,15,209,2746
6,180516,Penajóia,477,546,458,539,247,136,238,110,9,26,3.6440000000000001,19.117999999999999,113,89,146,4,10,5,16,101,47.100000000000001,53.899999999999999,44.859999999999999,61,52,269,57,38,62,52,281,77,74,20,287,3970
6,61113,Penalva de Alva,438,488,418,467,179,158,161,140,18,18,10.055999999999999,11.391999999999999,4,164,133,1,0,17,18,78.200000000000003,37,41.200000000000003,49.170000000000002,43,40,227,71,57,41,45,240,73,89,7,99,1581
6,182203,Pendilhe,282,264,257,253,103,45,99,41,4,4,3.883,8.8889999999999993,12,35,93,0,0,4,4,22.600000000000001,11.699999999999999,10.9,45.149999999999999,38,42,138,24,40,29,31,131,31,42,20,304,4210
6,61406,Penela (São Miguel),788,812,751,803,371,304,325,279,46,25,12.399000000000001,8.2240000000000002,19,168,417,9,5,37,20,48.799999999999997,24.100000000000001,24.800000000000001,45.590000000000003,98,89,412,99,90,96,68,399,132,117,7,102,1614
6,110625,Penha de França,5680,7100,5431,6975,3105,3180,2713,2864,392,316,12.625,9.9369999999999994,7,584,4986,68,58,324,258,18708.700000000001,8315,10393.700000000001,45.840000000000003,670,531,3319,578,582,722,542,3682,857,1297,12,171,2386
6,50510,Penha Garcia,361,387,347,379,121,88,113,78,8,10,6.6120000000000001,11.364000000000001,37,31,123,2,1,6,9,5.7999999999999998,2.7999999999999998,3,59.740000000000002,21,26,142,59,113,18,19,128,90,132,6,82,1380
6,141308,Penhascoso,382,420,355,404,152,115,129,110,23,5,15.132,4.3479999999999999,11,72,156,5,0,18,5,20.300000000000001,9.6999999999999993,10.6,54.960000000000001,33,33,176,45,95,31,21,167,64,137,16,237,3140
6,101404,Peniche (São Pedro),1032,1085,961,1025,528,499,453,396,75,103,14.205,20.640999999999998,77,194,578,18,13,57,90,924.10000000000002,450.5,473.60000000000002,43.719999999999999,162,107,566,118,79,130,86,607,146,116,11,162,2274
6,160313,Penso,248,275,237,264,88,71,80,64,8,7,9.0909999999999993,9.859,7,64,73,3,2,5,5,59.100000000000001,28,31.100000000000001,52.659999999999997,26,17,113,49,43,21,15,130,48,61,18,261,3414
6,181813,Penso,112,118,116,118,48,33,37,24,11,9,22.917000000000002,27.273,16,13,32,5,4,6,5,29.100000000000001,14.199999999999999,14.9,44.899999999999999,12,10,67,15,8,16,12,58,22,10,20,300,4150
6,30340,Penso (Santo Estêvão),213,222,200,218,112,107,99,95,13,12,11.606999999999999,11.215,8,86,100,5,2,8,10,194.19999999999999,95.099999999999994,99.099999999999994,38.979999999999997,45,31,111,8,18,30,31,121,18,22,4,55,669
6,30350,Penso (São Vicente),158,156,159,154,97,66,78,58,19,8,19.588000000000001,12.121,10,60,66,3,4,16,4,199.09999999999999,100.2,98.900000000000006,39.740000000000002,21,25,96,14,2,19,21,90,15,11,4,55,670
6,51102,Perais,247,263,244,264,89,51,77,42,12,9,13.483000000000001,17.646999999999998,13,35,71,0,2,12,7,6.2000000000000002,3,3.2000000000000002,59.770000000000003,7,8,119,46,67,8,17,97,64,77,6,88,1436
6,110407,Peral,467,438,447,431,227,173,211,151,16,22,7.048,12.717000000000001,62,56,244,0,2,16,20,55,28.399999999999999,26.600000000000001,45.960000000000001,66,34,259,63,45,50,34,233,58,63,12,169,2352
6,40914,Peredo dos Castelhanos,49,62,49,62,17,7,16,6,1,1,5.8819999999999997,14.286,8,3,11,0,1,1,0,6.2000000000000002,2.7000000000000002,3.5,67.629999999999995,2,1,21,7,18,,2,10,14,36,5,74,1207
6,61008,Pereira,1612,1653,1510,1614,900,864,839,789,61,75,6.7780000000000005,8.6810000000000009,15,263,1350,19,13,42,62,264.60000000000002,130.59999999999999,134,39.630000000000003,254,127,989,119,123,234,116,1003,134,166,7,98,1563
6,110408,Pêro Moniz,321,318,308,304,154,117,125,91,29,26,18.831,22.222000000000001,36,44,136,2,2,27,24,24.899999999999999,12.5,12.4,44.090000000000003,64,29,167,35,26,40,25,168,48,37,12,169,2353
6,90731,Pêro Soares,35,35,35,34,15,17,14,16,1,1,6.6669999999999998,5.8819999999999997,0,13,17,0,0,1,1,24.5,12.300000000000001,12.300000000000001,47.829999999999998,3,7,17,4,4,2,5,16,7,5,10,141,1975
6,131125,Perozelo,629,717,580,711,357,270,328,238,29,32,8.1229999999999993,11.852,15,358,193,5,5,24,27,352.19999999999999,164.59999999999999,187.59999999999999,35.939999999999998,124,97,355,38,15,136,105,378,47,51,15,217,2924
6,131714,Perosinho,3151,3208,3006,3130,1692,1468,1399,1163,293,305,17.317,20.777000000000001,17,866,1679,43,43,250,262,1201.5999999999999,595.39999999999998,606.20000000000005,40.990000000000002,479,380,1825,262,205,478,314,1855,281,280,15,224,3045
6,180715,Peva,194,224,179,213,67,43,65,39,2,4,2.9849999999999999,9.3019999999999996,20,31,53,1,1,1,3,19.699999999999999,9.0999999999999996,10.5,49.689999999999998,18,26,93,28,29,20,25,96,41,42,20,289,4010
6,130518,Pias,625,663,579,648,346,317,315,282,31,35,8.9600000000000009,11.041,15,276,306,9,11,22,24,602.5,292.39999999999998,310.19999999999999,35.810000000000002,123,78,370,31,23,126,77,394,36,30,15,211,2797
6,141109,Pias,216,240,211,235,89,73,81,64,8,9,8.9890000000000008,12.329000000000001,31,45,69,2,2,6,7,45.600000000000001,21.600000000000001,24,47.590000000000003,29,20,102,36,29,29,28,105,36,42,16,235,3130
6,180318,Picão,132,146,129,149,42,20,42,19,0,1,0,5,1,21,39,0,0,0,1,41.399999999999999,19.699999999999999,21.699999999999999,45.890000000000001,13,14,72,16,17,16,22,70,14,24,20,285,3932
6,10920,Pigeiros,560,621,533,597,307,274,276,234,31,40,10.098000000000001,14.599,4,322,184,6,17,25,23,233,110.5,122.5,40.649999999999999,88,68,331,49,24,78,92,334,62,55,1,15,167
6,181608,Pindelo dos Milagres,291,368,281,352,103,70,99,58,4,12,3.883,17.143000000000001,20,53,84,0,3,4,9,27.600000000000001,12.199999999999999,15.4,49.920000000000002,39,25,152,44,31,34,24,184,63,63,20,298,4114
6,40230,Pinela,103,116,121,132,40,19,35,14,5,5,12.5,26.315999999999999,21,14,14,0,0,5,5,9.6999999999999993,4.5999999999999996,5.0999999999999996,53.490000000000002,5,8,53,23,14,10,6,53,22,25,5,67,1031
6,31112,Pinheiro,229,218,196,211,97,58,78,43,19,15,19.588000000000001,25.861999999999998,4,56,61,3,5,16,10,43.5,22.300000000000001,21.199999999999999,43.909999999999997,35,22,122,24,26,25,25,114,27,27,4,62,856
6,180319,Pinheiro,340,390,333,389,112,46,100,41,12,5,10.714,10.869999999999999,37,36,68,1,2,11,3,37.299999999999997,17.399999999999999,19.899999999999999,54.280000000000001,29,29,154,59,69,28,31,174,67,90,20,285,3933
6,41217,Pinheiro Novo,52,54,52,54,12,8,9,5,3,3,25,37.5,2,1,11,3,3,0,0,3.2000000000000002,1.6000000000000001,1.6000000000000001,60.25,1,2,26,9,14,,4,24,16,10,5,77,1260
6,60111,Piódão,93,85,112,110,35,13,30,12,5,1,14.286,7.6920000000000002,4,13,25,0,0,5,1,4.9000000000000004,2.5,2.2999999999999998,55.520000000000003,3,8,47,18,17,7,2,31,21,24,7,89,1449
6,100505,Pó,444,486,417,464,276,235,260,218,16,17,5.7969999999999997,7.234,261,63,154,4,8,12,9,137.40000000000001,65.599999999999994,71.799999999999997,41.439999999999998,60,51,265,27,41,73,63,262,41,47,11,153,2197
6,160422,Podame,121,157,118,153,54,46,47,40,7,6,12.962999999999999,13.042999999999999,3,23,61,2,5,5,1,76.200000000000003,33.200000000000003,43,50.560000000000002,10,11,65,19,16,14,14,73,26,30,18,262,3442
6,40406,Poiares,206,205,198,199,76,50,74,47,2,3,2.6320000000000001,6,45,26,50,1,0,1,3,10.1,5.0999999999999996,5,52.450000000000003,21,20,85,37,43,14,20,75,49,47,5,69,1073
