,COD_ACIDENTE,DISTRITO,LATITUDE,LONGITUDE,VIA,KM,QT_FLIGEIROS,QT_FGRAVES,QT_MORTOS,QT_VIAS_SENTIDO,VEL_LIM_LOCAL,BERMA_VIA,CONDICAO_ADERENCIA,FAIXA_RODAGEM,FATOR_ATMOSFERICO,INTERSECAO_VIA,LOCALIZACAO,LUMINOSIDADE,PERFIL_VIA,PLANTA_VIA,SITUACAO_ACIDENTE,TIPO_NATUREZA,DIA_SEMANA,FLAG_FERIADO,QT_VEICULOS,COD_FREGUESIA,DATA,HORA,GRAVIDADE,ERA_DIA,MAU_TEMPO,ESTRADA_SECA,DENSIDADE_TOTAL,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE,TOTAL
27291,2010453729,Braga,41.6204,-8.222311,EN103,62.7,3,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,24,2010-03-07,15,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27294,2010462742,Braga,41.6231,-8.214066,EN103,63.42,0,1,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Na berma,Despiste,SÁBADO       ,0,1,24,2010-05-10,5,ligeiro,Nao,Sim,Nao,185.6,1,2,24,5621
27301,2010477713,Braga,41.627749,-8.638475999999999,ER204,13.2,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,24,2010-07-10,11,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27306,2011500209,Braga,41.621889,-8.227665,EN103,62.2,1,0,0,1.0,90,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,TERÇA-FEIRA  ,0,1,24,2010-10-30,13,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27312,2011507583,Braga,41.425732,-8.244836,EN101,119.01,5,0,0,1.0,50,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,DOMINGO      ,0,2,24,2010-11-15,8,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27323,2011557840,Braga,41.424994,-8.244389,EN101,119.1,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,NÃO DEFINIDO,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Curva,NÃO DEFINIDO,Despiste,QUINTA-FEIRA ,0,1,24,2011-10-14,6,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27330,2011568447,Braga,41.623616999999996,-8.210891,EN103,63.7,2,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,24,2011-09-14,8,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27331,2011574220,Braga,41.620849,-8.221161,EN103,62.8,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,24,2011-10-28,18,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27341,2012608657,Braga,41.619463,-8.229758,EN103,61.85,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Despiste,QUARTA-FEIRA ,0,1,24,2012-03-04,11,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27342,2012608679,Braga,41.623616999999996,-8.210891,EN103,63.7,1,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,No passeio,Despiste,SEGUNDA-FEIRA,0,1,24,2012-03-03,12,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27351,2013670447,Braga,41.627316,-8.638601,ER204,13.25,4,1,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,24,2012-12-01,22,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27352,2013669736,Braga,41.623711,-8.211485,EN103,63.65,2,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Na berma,Despiste,QUARTA-FEIRA ,0,1,24,2012-12-31,12,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27359,2009373458,Braga,41.623415,-8.209707,EN103,63.8,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,3,24,2009-04-29,7,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27375,2009358796,Braga,41.623776,-8.212085,EN103,63.6,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,24,2009-02-07,13,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27377,2010464660,Braga,41.622358,-8.216546000000001,EN103,63.2,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,DOMINGO      ,0,2,24,2010-05-16,19,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27384,2011523873,Braga,41.623209,-8.208536,EN103,63.9,3,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,24,2011-02-21,10,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27398,2013656285,Braga,41.6204,-8.222311,EN103,62.7,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Despiste,DOMINGO      ,0,1,24,2012-10-21,21,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27401,2008327087,Braga,41.424994,-8.244389,EN101,119.1,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEGUNDA-FEIRA,0,1,24,2008-05-19,14,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27408,2010486994,Braga,41.62415,-8.206628,EN103,64.1,1,0,0,2.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,24,2010-08-03,8,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27416,2012579540,Braga,41.623711,-8.211485,EN103,63.65,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,SÁBADO       ,0,1,24,2011-11-13,16,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27421,2009367473,Braga,41.425794,-8.24488,EN101,119.0,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,DOMINGO      ,0,2,24,2009-03-21,21,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27427,2010424000,Braga,41.620292,-8.222525,EN103,62.68,2,0,0,1.0,90,Berma não pavimentada,Molhado,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,24,2009-10-23,17,ligeiro,Sim,Nao,Nao,185.6,1,2,24,5621
27429,2010478932,Braga,41.624013,-8.206789,EN103,64.08,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,24,2010-07-26,17,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27441,2009367551,Braga,41.619155,-8.230167,EN103,61.8,1,0,0,2.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,DOMINGO      ,0,1,24,2009-03-04,13,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27472,2009409524,Braga,41.624313,-8.637694999999999,ER204,13.6,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,24,2009-08-20,19,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27474,2012626719,Braga,41.4277,-8.244544,EN101,118.75,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,24,2012-06-26,22,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27475,2012632542,Braga,41.623711,-8.211485,EN103,63.65,2,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,24,2012-07-13,18,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27476,2010432547,Braga,41.661213000000004,-8.410551,EN308,37.98,2,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,24,2009-12-26,19,ligeiro,Nao,Nao,Nao,185.6,1,2,24,5621
27477,2010451111,Braga,41.627316,-8.638601,ER204,13.25,1,0,1,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Aurora ou crepúsculo,Em patamar,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,24,2010-03-10,19,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27480,2009373747,Braga,41.623626,-8.212653,EN103,63.55,5,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Despiste,SÁBADO       ,0,1,24,2009-04-18,1,ligeiro,Nao,Sim,Nao,185.6,1,2,24,5621
27494,2011555952,Braga,41.621167,-8.220065,EN103,62.89,5,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,24,2011-07-26,21,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27510,2007275726,Braga,41.624313,-8.637694999999999,ER204,13.6,1,0,0,1.0,80,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Em via de aceleração,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,3,24,2007-02-07,16,ligeiro,Nao,Sim,Nao,185.6,1,2,24,5621
27513,2007289677,Braga,41.621272,-8.228548,EN103,62.1,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Sentido único,Bom tempo,NÃO DEFINIDO,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Curva,Na berma,Despiste,DOMINGO      ,0,1,24,2007-07-09,1,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27521,2009400536,Braga,41.661033,-8.410810000000001,EN308,37.95,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Na berma,Despiste,DOMINGO      ,0,2,24,2009-07-24,14,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27526,2008344783,Braga,41.541771999999995,-8.44087,EN14,38.31,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,24,2008-10-19,22,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27537,2007274150,Braga,41.550487,-8.438181,EN(d)201,65.2,1,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,3,24,2007-02-14,9,ligeiro,Sim,Nao,Nao,185.6,1,2,24,5621
27542,2010445918,Braga,41.622687,-8.215415,EN103,63.3,1,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,DOMINGO      ,0,2,24,2010-02-04,9,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27553,2010458986,Braga,41.549515,-8.434655000000001,EN14,38.7,1,1,0,3.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,24,2010-04-24,8,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27558,2008337940,Braga,41.620849,-8.221161,EN103,62.8,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,24,2008-08-23,12,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27559,2008341757,Braga,41.419979999999995,-8.241448,EN101,119.9,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,24,2008-09-02,13,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27567,2010437288,Braga,41.622172,-8.217193,EN103,63.14,0,0,1,1.0,50,Berma não pavimentada,Com água acumulada na faixa de rodagem,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Na berma,Atropelamento,DOMINGO      ,0,1,24,2010-01-23,18,ligeiro,Nao,Sim,Nao,185.6,1,2,24,5621
27570,2007295601,Braga,41.623711,-8.211485,EN103,63.65,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,24,2007-09-03,14,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27575,2010423999,Braga,41.54051,-8.441669000000001,EN14,38.25,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,24,2009-10-24,12,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27592,2010478933,Braga,41.620849,-8.221161,EN103,62.8,3,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,24,2010-07-31,6,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27595,2009409328,Braga,41.616904,-8.231942,EN103,61.5,4,0,0,1.0,70,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,24,2009-08-19,15,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27599,2008343506,Braga,41.620603,-8.221939,EN103,62.74,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,24,2008-10-14,19,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27614,2011512187,Braga,41.627749,-8.638475999999999,ER204,13.2,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,24,2010-12-23,9,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27625,2010441934,Braga,41.540547,-8.437603,EN(d)103,39.51,3,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,24,2010-01-19,19,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27632,2008333589,Braga,41.619602,-8.229183,EN103,61.9,3,0,0,1.0,70,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,DOMINGO      ,0,1,24,2008-07-31,18,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27642,2008310119,Braga,41.619746,-8.22885,EN103,61.93,0,1,0,1.0,90,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,24,2008-02-18,9,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27669,2010424049,Braga,41.623416999999996,-8.213192999999999,EN103,63.5,3,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Em patamar,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,24,2009-10-24,20,ligeiro,Nao,Sim,Nao,185.6,1,2,24,5621
27691,2009400490,Braga,41.623267999999996,-8.208891,EN103,63.87,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Com inclinação,Recta,Na berma,Despiste,TERÇA-FEIRA  ,0,1,24,2009-07-26,5,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27709,2007273413,Braga,41.652093,-8.392076,ER205-3,2.98,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Fora das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,11,2007-01-20,19,ligeiro,Nao,Nao,Sim,169.6,1,1,11,729
27722,2007281265,Braga,41.390794,-8.334653,EN105,38.6,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Com inclinação,Recta,Na berma,Atropelamento,DOMINGO      ,0,1,11,2007-04-26,5,ligeiro,Nao,Nao,Sim,169.6,1,1,11,729
27723,2007281946,Braga,41.471197,-8.440430000000001,EN(d)309,25.8,1,0,0,1.0,90,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,DOMINGO      ,0,2,11,2007-05-02,10,ligeiro,Sim,Sim,Nao,169.6,1,1,11,729
27733,2007275710,Braga,41.578326000000004,-8.790216000000001,EN(d)13,49.65,4,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,11,2007-02-10,11,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27738,2007276705,Braga,41.483317,-8.426530999999999,EN(d)309,28.3,1,0,0,1.0,90,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,11,2007-03-15,0,ligeiro,Nao,Nao,Sim,169.6,1,1,11,729
27768,2007297895,Braga,41.417155,-8.573571000000001,ER206,17.44,2,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,11,2007-10-11,14,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27774,2007299461,Braga,41.574321999999995,-8.790289999999999,EN(d)13,49.2,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em via de aceleração,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,3,11,2007-10-14,14,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27776,2007299738,Braga,41.533777,-8.563516,A11,17.0,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,SÁBADO       ,0,1,11,2007-10-19,19,ligeiro,Nao,Nao,Sim,169.6,1,1,11,729
27784,2007293646,Braga,41.417295,-8.574569,ER206,17.35,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,11,2007-08-20,11,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27787,2007294606,Braga,41.532044,-8.550764,EN103,28.55,1,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,11,2007-09-06,14,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27799,2008307916,Braga,41.480422999999995,-8.426801,EN(d)309,27.95,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,11,2008-01-28,13,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27804,2008308545,Braga,41.532352,-8.554169,EN103,28.26,1,0,0,1.0,50,Berma pavimentada,Com óleo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,11,2008-01-04,11,ligeiro,Sim,Nao,Nao,169.6,1,1,11,729
27823,2008324430,Braga,41.473081,-8.434643,EN(d)309,26.5,2,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,11,2008-04-07,18,ligeiro,Sim,Sim,Nao,169.6,1,1,11,729
27892,2008344394,Braga,41.671163,-8.400257,EN308,39.6,2,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,11,2008-10-25,3,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27893,2008344442,Braga,41.531871,-8.547804,EN103,28.8,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Despiste,SÁBADO       ,0,1,11,2008-10-18,2,ligeiro,Nao,Nao,Sim,169.6,1,1,11,729
27920,2008344660,Braga,41.417693,-8.575600999999999,ER206,17.25,2,0,0,2.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,DOMINGO      ,0,2,11,2008-10-30,7,ligeiro,Sim,Sim,Nao,169.6,1,1,11,729
27942,2009350658,Braga,41.572998999999996,-8.789921000000001,EN(d)13,49.05,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,11,2008-11-19,15,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
27988,2009394642,Braga,41.416863,-8.571636999999999,ER206,17.6,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Atropelamento,DOMINGO      ,0,1,11,2009-07-02,5,ligeiro,Nao,Nao,Sim,169.6,1,1,11,729
28001,2009373253,Braga,41.473209000000004,-8.438129,EN(d)309,26.1,1,0,0,1.0,90,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,QUARTA-FEIRA ,0,2,11,2009-04-04,16,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
28016,2009409320,Braga,41.652299,-8.391969,ER205-3,3.0,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Atropelamento,DOMINGO      ,0,1,11,2009-08-22,9,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
28021,2009418094,Braga,41.575204,-8.790534,EN(d)13,49.3,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Na berma,Despiste,SEXTA-FEIRA  ,0,1,11,2009-09-18,23,ligeiro,Nao,Nao,Sim,169.6,1,1,11,729
28026,2009417829,Braga,41.577432,-8.79037,EN(d)13,49.55,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,11,2009-09-07,17,ligeiro,Sim,Nao,Sim,169.6,1,1,11,729
